,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,def_pay
9568,20000,1,2,2,25,0,0,0,0,0,0,19770,19463,20998,19468,36702,0,1465,4000,0,367,0,0,1
14044,80000,2,1,1,45,1,2,0,0,2,0,74081,72329,74409,78180,76831,79570,0,3300,5600,0,4000,4000,1
7613,240000,1,2,2,37,0,0,0,0,0,0,171974,175049,176990,169198,166131,169245,8000,7000,6000,5200,5400,5400,0
11884,120000,1,2,2,26,0,0,0,0,0,0,74831,78082,80333,82497,84438,86332,4000,3062,3000,2773,3000,1899,0
11056,220000,2,1,2,27,-1,-1,-1,-1,-1,-1,3352,3352,3352,3352,3352,3352,3352,3352,3352,3352,3352,3352,1
12256,110000,2,1,2,36,0,0,0,0,0,0,141670,138542,120439,113273,81261,76051,6278,5485,3396,2844,3005,2510,0
26261,30000,2,1,1,34,-2,-2,-2,-2,-2,-2,3275,5000,5235,5000,2100,1970,5000,5235,5000,2100,1970,2000,0
20839,50000,1,2,1,41,0,0,0,0,0,0,49401,50079,50463,49407,29708,29308,1803,1988,1514,1041,1056,1078,1
4469,160000,1,4,2,26,-2,-1,-1,0,0,0,2810,16175,8632,25234,21234,567,16261,8641,20012,62,1,0,0
22035,230000,2,2,2,28,-1,-1,-1,-1,-1,-1,7539,6500,6500,45914,1465,600,6500,6500,45914,1465,600,958,0
25603,160000,2,1,2,32,-2,-2,-2,-2,-2,-2,162,-2,-2,499,284,1248,0,0,501,285,1254,99,0
28835,360000,2,2,2,40,-1,-1,-1,-1,0,0,9325,10741,45619,37459,31747,26899,10741,46378,46347,0,0,19607,0
13024,240000,2,2,1,48,-2,-2,-2,-2,-2,-2,-5,-5,1056,-4,950,158,0,1061,0,954,158,1796,1
2057,50000,2,3,1,51,0,0,2,0,0,0,44766,48047,46640,40551,19398,0,4000,0,811,1000,0,0,0
3999,170000,1,2,2,39,-1,-1,-1,0,-1,2,2429,8054,4380,316,6131,5612,8077,4380,0,6131,0,3000,1
1013,80000,1,2,2,36,0,0,0,0,0,0,79148,52174,44275,42029,33838,29757,2000,2000,1500,1500,2000,1500,0
593,80000,1,2,1,32,0,0,0,0,0,0,48747,45955,44989,41358,42379,38052,2145,1844,2009,5017,2000,5002,0
22478,50000,2,3,2,44,2,0,0,2,2,2,23268,24377,27164,26429,28291,27702,1500,3500,0,2300,0,1500,1
29056,30000,2,3,1,53,2,2,0,0,0,0,35647,34775,35946,37685,33305,28305,0,1733,2452,1072,1089,3101,0
547,160000,2,2,2,25,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
22891,500000,2,1,1,36,0,0,0,0,0,0,238847,242326,248425,242854,226764,210947,10000,10146,10103,7108,7396,5000,0
21948,160000,2,3,2,28,-1,-1,-1,-1,-1,-1,408,99,99,398,99,569,99,99,398,99,569,751,0
19549,360000,2,1,2,32,0,0,0,0,0,0,11358,17580,17416,14789,11800,21831,7079,7000,5000,0,11831,13000,1
85,160000,1,2,2,33,0,0,0,0,0,0,130028,107808,71934,118418,118407,120418,4400,3547,80000,4500,4800,4500,0
10864,60000,2,5,2,22,0,0,0,0,0,0,61094,61260,55730,29846,28600,28970,3000,3000,2000,1500,1500,2000,0
1413,240000,1,2,1,30,-1,-1,-1,-1,-1,-1,2816,7608,26832,3518,1280,5900,7608,26834,3518,1280,5900,1319,0
14845,110000,2,2,1,46,0,0,0,0,0,0,111301,69352,58442,55485,53539,41193,3075,3000,2000,2941,1512,2040,0
10983,50000,2,1,1,35,0,0,0,-2,-2,-2,50456,51400,0,0,0,0,2400,0,0,0,0,0,0
3241,200000,1,3,1,40,2,0,0,2,2,2,91368,92989,99704,101169,103401,109831,4000,8300,4000,4000,8300,0,1
20620,280000,1,3,1,32,0,0,0,0,0,0,158798,163164,168543,172083,173850,177469,6000,7000,6762,4880,5050,5100,1
1645,50000,1,2,1,48,0,0,0,0,0,0,40931,40892,41612,18825,18019,18124,1880,1650,10000,1000,700,600,1
7146,290000,1,2,1,37,-2,-2,-2,-2,-2,-2,199911,204462,208769,213085,211829,96532,8001,8001,8037,10074,5010,179228,0
17989,80000,1,2,1,46,0,0,0,0,0,0,79707,79876,79919,64237,47890,48036,3542,3500,2500,2000,2500,2000,0
23032,150000,2,5,1,34,0,0,0,0,0,0,14967,17705,19394,18956,20684,22237,3000,2000,2000,2000,2000,1000,0
2319,30000,2,3,3,60,-1,-1,-2,-2,-1,-1,2365,-581,-581,-2054,1473,14510,0,0,0,5000,14510,0,0
10989,110000,2,2,1,28,1,2,0,0,0,0,106932,103381,75794,76947,79105,72344,27,4000,3000,3000,10000,3000,0
1583,50000,2,1,2,70,2,2,0,0,0,0,49546,48480,48621,17793,18224,18612,0,2200,700,700,674,608,0
498,250000,2,1,1,49,-1,-1,-2,-1,-1,-1,66,0,0,120,-6,1639,0,0,120,6,1645,0,0
20350,360000,1,2,2,29,0,0,0,0,-1,0,67273,47110,39017,0,6835,5562,10000,5000,0,6835,0,2009,0
460,180000,2,2,1,38,0,0,0,0,0,0,152510,151651,159019,123022,126075,126219,5657,10372,5000,5000,5000,5000,0
16335,140000,2,1,2,37,1,-2,-2,-2,-2,-2,-18,-18,-18,-18,-18,-18,0,0,0,0,0,0,0
4770,200000,2,2,2,31,1,-2,-2,-1,-1,-2,0,0,0,1500,0,0,0,0,1500,0,0,0,0
7810,270000,1,2,1,53,2,2,2,2,2,2,211630,209812,219829,214795,228084,232680,3000,15000,0,17000,8500,0,1
23102,170000,2,3,2,41,0,0,0,0,0,0,76704,50301,50896,52554,53084,54197,2405,2000,2500,2000,1968,2000,0
3634,130000,2,2,1,28,0,0,0,-1,-1,-1,71983,71514,73274,3541,3333,3333,4000,7000,3600,3333,3333,3110,0
4902,180000,2,2,1,27,2,2,0,0,0,0,186895,167768,125879,119283,117515,109499,0,6000,3663,3700,3400,2771,1
13762,310000,2,1,2,33,0,0,0,0,0,0,71855,72440,63399,59912,45740,44325,5000,5000,3000,25000,3000,2000,0
6638,180000,2,3,2,27,1,-2,-2,-1,-1,-2,0,0,0,8081,0,0,0,0,8081,0,0,0,0
28488,50000,2,2,1,41,1,2,2,2,0,0,23165,21974,20544,17210,15754,10860,2000,2101,0,2201,1000,0,1
15828,340000,2,1,2,26,-1,-1,-1,-1,-1,-1,4617,13054,15449,9610,4173,12929,13054,15449,9610,4373,12929,8000,0
10368,290000,2,2,1,39,-1,-1,-1,-1,-1,-1,316,316,316,316,316,297,316,316,316,316,297,2828,0
4759,180000,2,1,1,45,0,0,0,2,0,0,18472,20546,24956,24262,24782,26208,2690,5100,0,1058,2000,3000,0
8437,50000,1,2,1,56,1,2,0,0,0,0,32134,30391,10725,10541,10052,10400,0,1159,365,448,600,0,0
8964,50000,1,1,1,34,0,0,0,0,0,0,45341,31383,16235,17035,15601,16349,2115,2000,2022,1000,1000,2000,0
5671,180000,1,2,2,29,0,0,0,0,0,0,98535,99196,98905,75576,59889,51422,3977,6516,1611,3000,7080,1132,0
6657,20000,2,2,2,26,2,2,0,0,0,0,17368,16801,17789,17419,17628,18125,0,1281,771,640,790,761,0
1542,120000,2,3,1,30,0,0,0,0,0,0,115583,114915,117220,119599,120888,117881,4178,4223,4296,4800,4423,4080,0
6206,170000,1,1,1,45,-1,-1,-1,-1,-1,-1,3479,570,0,1546,4981,4769,570,0,1546,4981,4769,6452,0
29999,50000,1,2,1,46,0,0,0,0,0,0,47929,48905,49764,36535,32428,15313,2078,1800,1430,1000,1000,1000,1
23339,160000,2,3,1,44,2,2,-2,-2,-2,-2,1500,0,0,0,0,0,0,0,0,0,0,0,1
4925,30000,1,2,1,42,0,0,0,2,0,0,24317,28401,30910,30155,30389,30418,4491,3000,0,1068,2257,0,0
16839,230000,1,1,1,37,1,-1,-1,2,-1,0,0,2062,5056,3050,3700,1900,2062,3050,0,3700,0,2436,1
16729,50000,1,3,2,34,1,2,2,2,2,2,33776,34824,33988,36311,36918,36191,1900,0,3200,1500,0,3000,1
23100,80000,2,2,2,30,-1,-1,-1,-1,-1,0,5919,5545,2154,583,11381,9508,5548,2154,583,11381,190,74,0
4444,100000,1,2,2,36,8,7,6,5,4,3,110072,108478,105931,104554,102360,100413,0,0,1170,0,0,0,0
25709,50000,2,2,1,47,0,0,0,0,0,0,46170,47155,48052,49491,28618,29217,1755,2000,2295,1000,1048,1058,0
11424,40000,2,3,1,39,0,0,2,2,2,2,34378,37584,38072,37160,39628,40428,3768,1400,0,3081,1600,0,1
19785,170000,2,1,2,40,-2,-2,-1,0,0,0,-3549,-8964,157499,160946,50228,53525,4557,168499,12008,3000,4000,10000,0
10695,90000,2,2,1,27,2,2,2,0,0,0,85753,87510,85188,87112,169533,90316,4000,0,4200,3285,7787,4000,1
22597,500000,2,2,1,45,1,-1,-1,-1,-2,-2,0,1376,3719,-200,-200,-200,1376,3723,1319,0,0,0,1
25316,50000,2,3,2,26,2,2,2,2,2,2,33457,34504,35447,36061,36571,35850,1900,1800,1500,1400,0,3000,1
9237,80000,1,2,2,33,0,0,0,0,0,-1,69963,64081,62582,47595,44724,44287,5000,2012,2000,3000,44287,3000,0
3772,180000,2,1,2,40,-2,-2,-2,-2,-1,0,0,0,0,0,11855,2520,0,0,0,11855,0,18066,0
12157,130000,1,1,2,33,1,2,2,2,0,0,36672,35807,40851,39526,41346,40630,0,6000,0,3000,1000,1100,0
12037,80000,2,6,2,51,0,0,0,0,-1,0,9747,7592,7420,1467,7505,3837,1203,1020,1467,7505,135,61,0
21329,170000,1,2,1,64,-1,-1,-1,-1,0,-1,1922,1788,1,2739,1158,685,1788,9,3897,0,685,0,0
16824,50000,1,2,1,37,0,0,0,0,0,0,47832,49020,48272,49264,26206,27823,2000,3000,2000,1000,2000,2000,1
8218,30000,2,2,2,46,0,0,0,0,0,0,32006,60079,26882,27570,28075,29065,1755,1500,1135,1100,1455,775,0
18972,100000,2,1,2,28,3,2,0,0,2,0,49961,48856,49899,53407,51951,53195,0,1831,4339,0,2083,1939,0
29962,50000,1,2,2,30,1,-1,2,-1,-1,-2,-264,264,264,7300,0,0,528,0,7300,0,0,0,0
13065,80000,2,2,2,30,0,0,0,0,0,0,79194,80575,76782,48643,49263,49869,3077,2291,1723,1775,1802,1763,0
5160,500000,1,2,2,32,-1,-1,-1,-1,0,-1,10339,6405,-4617,16879,5195,290,6405,99,22480,0,580,36753,0
24052,200000,1,3,2,28,0,0,0,0,0,0,203357,201115,192220,180090,184603,189340,7064,7048,6000,6500,7430,0,0
15018,50000,1,1,1,41,0,0,0,2,2,2,34384,35503,38931,38006,44357,43516,2000,4000,0,7000,0,2000,0
15945,230000,2,2,2,28,0,0,0,0,0,0,64992,56763,58020,59580,59224,61867,2500,2500,3000,2000,4000,2000,0
13186,750000,2,1,2,28,1,-1,-1,0,0,-1,9500,9655,401003,399493,400993,409483,250000,401003,7990,11000,417990,3080,0
1032,140000,2,1,2,31,-1,2,-1,-1,-1,-1,652,326,326,326,476,326,0,326,326,476,326,326,1
23786,20000,2,3,1,51,1,2,0,0,0,0,15399,14859,15913,17033,17466,19635,0,1600,1700,1000,2600,0,1
19670,60000,2,2,1,44,1,2,0,0,0,0,61049,57244,47551,36795,30596,28354,0,2400,2100,1300,1300,1300,0
7776,360000,2,2,1,46,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
27178,120000,1,3,1,42,2,2,-2,-2,-2,-2,61650,0,0,0,0,0,0,0,0,0,0,0,1
11031,20000,2,2,1,37,0,0,0,0,0,-2,17312,17762,18814,19614,0,0,1500,1500,1000,0,0,0,1
427,170000,2,1,2,31,-1,-1,-1,-1,0,-1,199,199,199,398,199,199,199,199,398,0,199,398,1
29390,150000,1,5,2,27,0,0,0,0,0,-2,133374,40283,49746,51500,0,0,10000,10000,2900,10000,0,0,0
5601,70000,2,2,2,33,0,0,0,0,0,2,14320,15383,16318,17048,18772,18320,1600,1500,1000,2000,0,1000,0
14954,20000,1,2,2,40,1,2,2,2,3,2,15476,16533,15975,17903,17336,16910,1600,0,2500,0,0,2000,0
25201,30000,2,2,2,23,0,0,0,0,0,0,20059,21061,22092,23104,23420,24045,1641,1672,1684,1000,1000,1000,1
20787,500000,1,1,2,34,0,0,0,0,0,0,32282,32307,7403,12225,16702,21253,5000,5000,5000,5000,5000,8000,0
6021,300000,2,3,1,39,-1,-1,-2,-2,-2,-2,1117,0,0,0,0,0,0,0,0,0,0,0,0
10629,210000,1,2,2,33,-1,-1,-1,-1,-1,0,1024,264,264,264,42515,43104,264,264,264,42515,1559,1472,0
28454,70000,2,2,2,36,0,0,0,0,0,0,68028,67864,59165,29314,28844,29443,3340,2044,1773,1181,1215,1297,1
10235,160000,1,3,1,62,0,0,0,0,0,-2,37615,38707,40460,41149,-1,-1,1700,2400,2000,0,0,0,0
29441,300000,1,1,2,30,0,0,0,0,0,0,237372,243409,250477,254808,260562,266200,10000,11000,10000,10000,10000,10000,0
8179,500000,1,1,1,46,-1,-1,-1,-2,-2,-1,10678,6914,813,17280,26162,2518,6944,813,17280,26162,2534,2553,0
18406,30000,2,1,2,24,-1,0,0,0,0,0,19998,21212,18127,14439,11026,10523,3001,2013,2001,2002,1500,20000,0
18701,250000,2,2,2,25,0,0,0,0,0,3,25823,26114,27446,28371,4715,4358,1500,1575,1500,1000,0,0,0
31,50000,1,2,2,33,2,0,0,0,0,0,30518,29618,22102,22734,23217,23680,1718,1500,1000,1000,1000,716,1
13758,150000,1,1,2,29,0,0,0,0,0,0,119613,115349,109765,101179,99940,96190,5900,5019,4588,4500,5000,5000,0
14605,10000,1,3,2,25,0,0,0,0,0,0,6892,7915,10086,18714,9781,9979,1294,2465,500,1000,500,0,0
325,210000,1,2,2,43,1,-2,-1,0,0,0,0,0,38013,40555,45075,37056,0,38013,3000,5000,3000,3000,0
27683,30000,2,2,2,22,2,0,0,0,0,0,27987,25690,27032,28070,29402,29854,1420,1762,1800,2089,1059,1123,1
29723,150000,1,1,1,41,3,2,2,0,0,2,111056,113467,110235,111376,154802,152304,5700,0,4500,45500,0,5400,1
12613,470000,1,1,2,27,-1,-1,-1,-1,0,0,4007,3201,14509,21168,14501,8726,3201,14509,21168,0,1528,6970,0
23919,20000,1,2,2,22,2,3,2,2,2,0,15662,16004,17046,16676,16704,16984,900,1600,200,600,700,2100,0
3047,250000,2,1,2,26,-1,-1,-2,-2,-1,-1,7374,0,0,0,2546,0,0,0,0,2546,0,0,0
11539,150000,2,2,1,39,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
7103,240000,2,5,1,44,0,0,0,0,0,0,47315,34623,34347,36082,32957,18797,3000,3500,9700,4000,6300,3000,0
13936,350000,2,1,1,43,-1,-1,-1,0,-1,-1,6337,4300,16229,56929,7082,4640,4300,16229,45000,108501,4640,638,0
3872,30000,1,3,1,49,2,2,2,2,2,2,26343,27127,26393,29646,30390,29755,1500,0,3712,1363,0,1141,0
5246,300000,2,1,2,27,-2,-2,-2,-2,-2,-2,3102,1499,318,2488,187,607,1506,319,2488,187,607,1945,0
14630,10000,1,2,2,23,3,2,2,2,2,2,10034,9239,10025,10227,9933,9884,0,1600,500,0,1000,0,1
29753,200000,1,1,2,37,-2,-2,-2,-2,-2,-2,4279,3774,706,5177,3792,12035,3856,706,5192,3808,12035,33436,0
9925,200000,1,1,1,32,0,0,0,0,0,0,30144,32649,32425,32625,9687,5526,3000,1000,1000,400,1000,752,0
6325,50000,1,3,1,51,-1,-1,0,0,0,0,636,2228,3287,4843,6379,6878,4600,1500,2000,2000,1000,3000,0
7115,60000,2,2,2,48,0,0,0,0,0,0,86550,82592,77423,70653,22552,23708,3000,3000,3000,5000,3000,3000,0
8872,500000,2,2,2,37,0,0,0,0,0,0,51652,29550,33040,30757,35559,38981,5300,4000,3000,5300,5000,5000,0
24089,40000,1,2,2,28,-1,-1,-2,-2,-2,-2,3333,-167,-5187,-187,-187,113,167,4982,5000,0,3335,27000,0
14997,50000,1,2,2,24,0,0,-1,0,0,0,44687,39137,39877,28471,29309,28409,2138,44447,2202,2004,1202,1051,0
12780,60000,1,1,1,38,1,2,0,0,2,2,49808,48736,49525,57564,56517,81397,0,1900,8900,0,26000,2100,1
20515,100000,1,2,1,30,-1,-1,-1,-1,-1,-1,416,416,589,1416,416,416,416,1005,1416,416,416,0,0
20050,10000,2,2,3,43,0,0,0,0,0,2,6110,6302,5972,6985,7845,7574,1240,1200,1120,980,0,268,0
11273,50000,2,2,2,29,0,0,0,0,0,0,45013,43995,39478,19865,19388,19792,2007,1358,680,845,871,1000,0
1264,220000,1,2,2,29,0,0,0,0,0,0,122286,122839,123035,114385,115903,118528,5008,5007,6007,5000,4700,5503,0
3827,20000,1,3,2,22,0,0,0,0,0,0,11242,11070,11788,9607,9191,0,1282,1000,192,184,0,0,0
4222,30000,1,1,2,38,2,0,0,0,0,0,69707,71904,62630,57406,46231,73262,4000,5000,8000,1460,40000,10000,0
17245,110000,2,2,2,34,0,0,2,0,0,0,10827,11657,8428,9440,11863,10620,2500,0,1200,4000,500,500,0
26365,50000,2,3,1,34,-1,-1,-1,-1,0,0,390,390,390,11779,11615,11466,390,390,11779,403,415,406,0
16519,420000,1,2,2,26,1,2,2,0,0,0,390188,395881,382620,333210,324487,327615,14000,15,13175,11700,11900,12140,1
24836,260000,1,2,1,37,0,0,0,0,0,0,131472,134283,130398,134075,130448,134477,5036,5000,5035,5000,5097,5008,0
20854,80000,1,2,1,34,2,2,2,0,0,0,81882,81814,78353,78814,49062,48764,3650,0,3328,1888,1787,1960,1
25682,500000,2,3,1,38,-2,-2,-2,-2,-2,-2,-40,-40,-40,-40,7980,20603,0,0,0,8020,20706,36759,0
14576,110000,2,2,2,25,1,2,2,0,0,0,104871,107422,101930,102111,101521,100240,8000,0,4000,4000,3600,3500,0
9031,50000,1,3,1,36,1,3,2,5,4,3,21031,20411,23766,23114,22173,21521,0,4000,0,0,0,1250,1
14133,200000,1,1,2,60,-1,-1,-1,-1,-1,-1,12716,12453,21910,12474,17785,12500,12453,21957,12474,17811,12500,0,0
20841,140000,1,1,1,43,-1,-1,-1,-1,-1,-1,1453,1872,1249,1872,1453,1453,1872,1249,1872,1453,1453,1034,0
14866,420000,1,1,1,60,0,0,0,0,0,0,195379,198147,200431,200252,202789,205082,8003,7529,10005,8015,10018,7715,0
2591,30000,2,2,2,22,1,2,2,0,0,-2,22167,22474,18180,15900,0,0,1000,150,0,0,0,0,0
3756,40000,1,1,2,26,0,0,0,0,0,0,18338,20033,21687,22327,22816,23436,2000,2000,1000,1000,1000,1500,0
18668,50000,2,2,2,26,0,0,0,0,0,0,8056,5997,5602,6478,5453,2261,1500,1500,1011,1000,1000,1000,1
14617,150000,2,1,1,52,-1,-1,0,-1,0,0,5094,29137,25772,48635,25907,7513,29148,25000,48635,13907,1513,46798,0
8525,150000,2,2,1,36,1,2,2,4,3,2,125938,132110,142876,139097,138592,141447,9734,14500,0,2000,5300,5000,0
9500,130000,2,1,1,30,0,0,0,0,-1,-1,9255,10264,7060,4480,3000,0,1204,1000,3990,3000,0,200,0
29312,110000,1,2,1,30,2,2,2,2,2,2,88168,90585,89555,87410,85576,84021,7300,3800,3000,3100,3000,3000,1
9096,230000,2,1,1,35,-1,-1,-1,-1,-1,-1,4043,10609,4982,43509,2271,13486,10670,5008,43736,2282,13553,2980,0
11604,230000,2,2,2,27,0,0,0,0,0,0,47520,46256,32029,31397,27834,28153,2000,2500,1200,2000,18000,5000,0
3623,210000,1,1,2,36,0,0,0,0,0,0,210463,109132,47182,37067,24511,22634,5187,2043,1552,2013,3002,3003,1
22233,180000,2,2,1,32,0,0,0,0,2,0,151307,143025,140984,85948,80069,77462,6000,6000,8009,0,3000,3000,0
5923,230000,2,1,2,33,-1,-1,-2,-2,-2,-2,6283,0,0,0,0,0,0,0,0,0,0,0,0
14360,220000,2,1,1,36,0,0,2,0,0,0,190691,206000,194930,130938,134664,140238,20000,0,5000,6000,8000,5000,0
10426,500000,2,1,1,40,-2,-2,-2,-2,-2,-2,2121,0,0,0,0,522,0,0,0,0,522,117,0
20883,100000,1,2,2,41,-1,2,2,2,2,2,1941,3255,3056,4998,4769,9691,1500,0,2000,0,5000,0,1
4264,490000,1,1,1,42,0,0,0,0,0,0,497657,498379,498646,436116,438700,436436,18260,18529,15000,15500,15620,15420,0
6368,40000,2,1,2,26,0,0,0,2,2,2,20936,20647,21561,18438,20619,17582,3000,4000,0,5000,0,8000,0
11903,250000,1,1,2,30,0,0,0,0,0,0,61331,42741,43214,36847,23230,21139,3000,2000,1048,1006,1507,10000,0
2736,50000,2,2,1,28,0,0,0,0,0,0,50998,51103,50262,20304,20319,20330,2209,1726,710,724,733,712,0
19188,420000,2,2,1,37,-2,-2,-2,-2,-2,-2,4904,5248,5344,5058,2019,2443,5332,5348,5065,2019,2443,4697,0
12714,150000,1,4,1,41,0,0,0,0,0,0,78354,69250,69790,71535,73131,72502,2507,3001,3001,3013,3133,3000,0
6689,50000,2,2,1,29,-2,-2,-1,-1,-1,-1,21523,1481,19766,19661,16740,13272,19505,20509,1513,1515,1539,20217,0
4355,150000,2,3,2,52,0,0,-1,-1,-1,-1,5678,3608,694,-6,2266,1601,1010,696,0,2272,1605,3027,0
25273,30000,2,2,2,22,0,0,0,0,0,0,29449,30308,26186,27698,28987,29568,1402,2000,2000,2000,2500,2000,0
21377,200000,1,1,1,54,-1,-1,-1,-1,-1,-1,22413,890,1649,2121,0,51110,890,1649,2121,0,51110,1053,0
19320,100000,2,2,1,35,0,0,0,0,-2,-2,28428,29753,30900,0,0,0,1800,1900,0,0,0,0,0
25328,200000,2,3,2,29,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,0
7691,130000,2,2,1,25,0,0,0,0,0,0,119703,122967,125101,54560,52681,44529,5200,5301,3000,2000,5000,13801,0
2709,30000,2,3,2,23,0,0,-1,-1,-1,0,18292,18450,390,390,780,780,1000,390,390,780,0,0,0
10608,30000,1,3,2,27,0,0,0,0,0,2,27061,28129,29377,29625,30134,28716,1504,1752,1000,2257,0,2287,0
1842,80000,2,2,2,40,0,0,0,0,0,0,78717,75873,68602,54617,55987,53895,3300,3300,2000,2200,2100,1900,0
5457,100000,2,3,1,28,3,4,3,2,0,-1,110946,106423,101256,48876,28468,3875,0,0,0,1603,3875,55,1
3471,40000,1,1,1,28,-1,-1,2,-1,-1,-1,10371,11895,11228,2475,5341,6255,2567,0,2475,5341,1500,0,1
484,100000,2,2,1,43,-1,-1,-1,-1,-1,-1,2491,1709,574,556,2306,2562,1709,574,556,2306,2562,2111,0
22078,80000,2,2,2,29,0,0,2,2,2,2,49196,54033,52595,56709,55201,69270,6292,0,5000,0,15000,2600,0
15301,180000,2,2,1,46,0,0,0,0,0,0,171768,164274,165923,169038,172388,165165,7400,6100,6200,6543,6251,14614,0
27351,210000,1,2,1,39,-1,-1,-1,-1,-1,-1,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,1443,0
2067,80000,1,1,2,33,0,0,0,0,0,0,75454,77738,77235,76835,34751,0,4100,2000,0,0,0,0,0
16581,20000,1,3,0,29,5,4,3,2,3,3,1800,1800,1800,1800,1800,1800,0,0,0,0,0,0,0
19784,150000,2,2,2,36,0,0,0,0,0,0,134797,138269,144163,146171,136004,138903,5600,8000,5775,5000,5200,3320,1
19174,160000,2,3,1,39,0,0,-1,-1,-1,-1,102358,103698,1048,1048,1048,1221,4671,1048,1048,1048,1221,1048,0
22168,50000,2,2,2,28,2,2,2,0,0,0,45004,48119,42958,37812,15617,9625,3880,10,8656,1044,349,414,1
5150,20000,1,2,1,36,1,2,2,0,0,0,5566,6527,6274,6470,7366,8044,1200,0,300,1000,800,0,1
1852,150000,2,1,2,33,0,0,0,0,0,0,96066,98277,88202,48179,49426,50534,4400,4000,2000,2000,1900,1700,0
12600,50000,1,3,1,55,0,0,2,0,0,2,42067,45127,44106,44839,47634,46718,4055,0,1767,3683,0,1817,0
18980,80000,2,2,2,32,-2,-2,-2,-2,-2,-2,3459,3789,3459,528,6918,0,3789,3459,528,6918,0,0,0
21315,210000,1,3,1,47,-1,-1,-2,-2,-2,-2,1772,-55,-55,-55,-55,-55,0,0,0,0,0,0,0
24857,150000,1,1,1,41,-2,-2,-1,2,-1,-1,0,0,6785,6572,1800,0,0,6785,0,1808,0,0,0
20726,60000,1,2,1,41,0,0,2,-1,-1,-1,27130,32932,31938,1236,720,16884,6300,0,1236,720,17000,0,1
25151,350000,2,1,1,33,-2,-2,-2,-2,-2,-2,6016,4322,5568,9571,6370,9674,4348,5596,9632,6402,9722,24086,0
18586,80000,2,2,1,27,-2,-2,-2,-2,-2,-2,390,390,390,390,390,930,390,390,390,390,930,0,0
4868,200000,1,2,1,40,-1,-1,-2,-2,-2,-1,9759,-241,-241,-241,-241,7817,0,0,0,0,8058,0,1
25726,160000,2,1,2,30,-2,-2,-2,-2,-1,-1,2000,1000,1000,1000,12234,11960,1000,1000,1000,12234,1200,65157,1
20886,280000,1,2,2,47,0,0,0,0,0,0,229281,233992,186321,180598,20596,15311,20213,8003,9002,5000,5000,5000,0
19491,30000,2,2,1,41,0,0,0,0,0,0,25735,27001,28261,29337,26189,21715,2000,2000,2000,500,1000,500,0
20403,200000,1,1,2,24,-1,-1,-1,-1,0,0,9167,200,198,18154,13677,2018,200,198,18156,0,1150,0,0
9543,240000,2,3,1,28,0,0,0,0,0,0,230184,228640,227399,200357,197198,186551,9000,9000,7000,7000,6512,6000,1
8780,100000,1,1,2,30,2,0,0,0,0,0,53718,55851,56424,57584,58957,60317,3000,2100,2100,2300,2500,2500,0
7478,100000,2,3,1,44,0,0,0,0,0,0,80808,77825,70721,69603,65499,62296,3025,3000,3000,3000,3000,3000,0
8184,50000,2,3,2,58,1,-1,2,0,0,0,0,9587,8845,8867,9074,9254,10587,331,317,350,331,500,0
11363,310000,2,2,1,35,0,0,-1,0,0,-1,14332,8257,11505,17264,10919,3185,1041,11512,7271,5000,3215,15558,0
5356,500000,1,1,1,34,-1,-1,-1,-1,-1,-1,1895,1086,740,0,1868,1883,1086,740,0,1868,1883,621,0
20479,50000,1,2,2,25,0,0,0,0,0,0,48424,50340,48395,49604,48397,49847,2710,2760,2750,1507,2000,1500,0
2196,10000,1,3,2,22,0,0,0,0,0,0,9363,5062,6021,6763,7648,8367,1200,1200,1000,1000,1000,0,0
22027,240000,2,1,1,29,0,0,0,-1,0,0,41923,21409,17833,194043,194991,192800,1779,1000,194043,6530,7000,7000,0
28637,350000,2,1,2,44,1,2,2,2,2,-1,8651,8890,1772,1957,1807,11811,1871,7,1807,0,11811,5628,1
19836,140000,2,2,1,35,-1,-1,-1,-1,-1,-1,326,326,6410,4246,326,326,326,6736,4246,326,326,502,0
14747,60000,2,2,2,26,0,0,0,0,0,0,53986,47413,36527,28170,28963,29456,2050,2011,1200,1400,1200,800,0
29625,360000,1,1,1,36,-2,-2,-2,-2,-2,-2,1814,6545,0,0,0,0,6545,0,0,0,0,259,0
5410,260000,2,2,1,43,-2,-2,-2,-2,-2,-2,690,2500,0,0,0,0,2500,0,0,0,0,0,0
29290,50000,1,3,2,26,2,0,0,0,0,0,49644,94883,42097,32394,16658,17006,2047,5728,1300,1194,617,650,1
28925,80000,2,2,1,47,-2,-2,-2,-2,-2,-1,966,0,647,1988,1049,1466,0,647,1990,1049,1466,6309,1
