,def_pay
13948,1
27402,0
5539,0
15065,0
26658,1
487,0
13879,0
20115,0
15640,0
15407,0
1223,1
9952,1
13393,0
17100,1
14907,0
29293,1
6590,0
14008,0
6579,1
11497,1
3531,0
7376,0
6647,0
22041,0
7314,1
13972,1
8010,0
23616,0
27797,0
22513,0
13804,0
29159,0
11091,0
3985,1
28787,0
24290,0
14583,1
22086,0
29524,1
27263,1
378,0
2075,0
4093,1
5687,0
18101,1
10907,1
12186,0
14462,0
542,1
24749,0
22257,1
6698,0
6615,1
2573,0
9344,0
11520,0
15523,0
7174,0
27214,0
22658,0
1686,0
510,0
13515,1
1582,0
12816,1
10170,0
2992,0
5433,0
13937,0
6192,0
17430,0
8320,1
13767,0
7726,1
6062,0
6764,0
16696,0
29672,0
6174,1
21023,1
8678,0
1725,0
23179,0
11726,0
6825,0
3719,0
26944,0
493,0
3086,0
25602,0
4880,0
27420,0
24666,0
24106,0
28498,0
6521,1
19859,0
446,0
18607,0
29764,0
6332,1
21533,1
19906,1
27132,0
15818,0
24474,0
4773,0
10183,1
3007,0
3575,0
24265,0
27080,0
579,0
13880,1
28571,0
29323,0
1271,0
28242,1
10594,1
9022,0
24714,0
10000,0
2829,0
12786,0
27776,0
27751,0
21918,0
21676,0
11218,0
26308,0
1793,0
4718,1
8650,0
12415,0
17578,0
17840,1
18420,1
28762,0
20139,0
12715,0
17764,0
692,1
14775,0
10855,0
29107,0
18394,1
19038,0
12664,0
6061,0
29797,0
3378,0
8628,0
14559,0
531,0
3668,0
1110,0
7061,1
19323,0
19724,0
26947,1
6502,0
26410,0
12915,0
8910,0
779,0
8384,0
2472,0
22997,0
14038,0
5810,0
25058,0
25146,1
24834,1
5833,0
29779,0
10078,0
18569,0
22499,0
12056,0
28016,1
10438,0
8189,1
12283,1
15529,0
27564,1
3173,0
21886,0
27851,0
19249,0
10836,0
20275,1
13494,0
22053,0
8342,0
13587,0
12897,1
18601,0
4679,1
21987,0
6120,1
18014,0
15653,0
11646,0
2336,1
21262,1
29041,1
17145,0
23212,0
16687,0
2999,0
18833,0
17507,1
9403,0
23720,0
14725,0
9101,0
10511,0
20363,1
918,0
18045,0
20594,1
20941,0
11737,0
29521,0
11385,0
19405,0
20767,1
19617,0
3713,0
24131,0
27252,0
28888,0
20747,0
17429,1
29837,0
2278,1
13080,0
10702,0
11041,0
16835,0
28763,1
5767,0
14893,0
12455,0
8399,0
29294,0
19200,1
15654,0
26004,1
22412,0
2885,0
11988,0
19711,1
21954,0
10748,1
29567,0
18965,0
28537,0
19786,0
4862,1
18243,0
1252,0
8743,0
923,0
27112,1
18764,0
5796,0
19650,0
23474,0
14242,0
29650,1
5097,0
28026,0
27619,1
14651,0
3234,0
17053,1
18012,1
19214,0
17746,1
17921,1
2858,1
13236,0
18903,0
12657,0
13768,0
23602,1
18002,0
2659,0
24151,0
10680,0
16694,0
19332,0
18157,1
28655,1
875,0
16927,0
27055,0
8984,1
21798,0
18260,0
25029,0
6361,1
22941,0
2802,1
12852,0
8537,1
22415,0
22636,0
25298,1
18249,1
13664,0
8636,0
23286,0
29426,0
20196,0
14507,0
4140,0
24878,1
8617,0
11052,1
12654,0
28705,0
7483,0
25125,0
28862,0
6007,0
5951,0
14450,0
22558,0
24024,1
742,0
25915,0
28177,0
10910,1
28566,0
11486,0
23462,0
16605,0
5662,0
8486,0
11727,1
12011,0
26312,1
28513,0
27311,0
28307,1
16244,0
20362,1
9382,0
27552,0
1939,0
17967,0
23196,0
22076,0
8046,0
4913,0
27515,0
4452,0
25706,0
28981,0
7982,0
24351,1
7955,0
8463,0
26783,0
18544,0
27686,0
3280,0
5542,0
18369,0
21858,0
9418,0
24664,1
11862,1
24182,0
11386,0
3163,0
6850,0
28395,0
18353,0
8410,1
13704,0
14815,0
10464,0
332,0
25172,0
15848,0
8146,0
15568,0
20962,1
7058,0
4517,1
97,0
8788,1
27342,0
23443,0
19967,0
18676,0
12192,0
7960,0
18671,0
23158,0
9540,0
8397,0
9759,1
7277,1
26052,0
23932,0
5937,0
22811,0
2859,0
26639,0
21069,0
25001,1
19919,1
4326,0
8488,0
21583,0
13018,0
12909,0
1976,0
23132,0
1262,0
27825,0
872,0
2320,0
25656,0
13132,0
9399,1
1518,0
4870,1
20929,0
568,0
7101,0
12032,0
22837,0
22193,0
9963,0
9513,0
4814,0
9246,1
24887,0
11407,0
5100,0
25188,0
6400,0
9967,0
5105,0
20597,1
20266,1
4473,0
29225,0
8639,0
14573,0
15919,0
19279,0
159,0
23701,0
18990,0
25035,1
18579,0
16966,0
24310,1
22801,0
29601,0
8540,0
25176,0
6527,0
2611,0
15051,0
17898,0
21537,0
5500,0
23046,0
12124,0
22292,0
17799,0
29462,0
21733,0
22616,0
19463,0
16337,1
10354,1
22776,1
7123,0
5879,0
9319,0
1515,0
2130,1
19693,1
28311,0
9143,0
27688,1
25411,0
16067,0
3794,0
7145,0
28815,1
2440,0
16056,0
3424,0
29017,1
16061,0
23822,1
21540,0
19985,0
24009,0
1883,0
28041,0
17531,0
21845,1
9780,0
13839,1
8333,0
28565,0
21493,1
7919,0
27681,0
23724,0
13616,0
14645,0
7933,0
8275,0
24717,0
5420,0
12216,1
22317,0
22017,0
5867,0
11996,0
13848,0
7912,0
20526,0
19644,0
16296,0
2676,0
1247,0
919,0
23247,0
22995,0
19203,0
22547,1
29495,0
22114,0
28229,1
20566,1
27447,0
9313,1
17384,1
7931,0
14574,0
29675,0
8848,0
4777,1
25461,0
10971,0
6675,0
6808,0
15173,0
2940,0
6819,0
1454,0
6514,1
1096,0
4552,0
12699,0
29927,0
19759,0
23056,1
27119,1
8748,0
10432,1
27390,0
21269,0
12955,1
4581,1
26319,0
26458,0
11900,0
17714,1
7831,0
798,0
13043,0
3213,0
140,1
2255,0
181,0
5486,0
23609,0
19646,0
26803,1
25287,0
29456,0
12360,0
476,0
8675,0
20957,0
11799,0
14931,0
6938,0
27282,0
24437,0
17845,0
3629,0
26928,0
14068,0
6295,0
16199,0
21135,1
28262,0
10092,0
14618,0
21170,0
9651,0
22343,0
29958,0
3443,0
26072,0
14153,0
9437,1
23084,0
5213,0
27487,0
12511,0
6802,0
23262,0
20808,1
13732,0
12729,1
22344,0
7814,0
19633,1
2616,1
27099,0
3121,0
17326,0
18928,1
8597,0
12873,1
7274,0
10922,0
23875,0
10654,0
3421,0
14915,0
8400,0
4579,1
3032,0
7173,0
24824,0
16934,0
27128,0
1175,1
28773,0
17123,0
7201,0
11201,0
24870,1
6918,0
1045,0
17428,0
21312,1
1589,0
28781,0
22223,0
6721,0
13849,0
2897,0
16902,0
5267,0
1212,1
25439,0
24431,1
26476,0
11647,0
20749,0
23298,0
514,0
10260,0
580,1
4860,1
11155,0
685,0
23984,0
550,1
24707,0
6894,1
8845,0
23230,0
26034,1
17593,0
11546,0
9762,1
3942,0
23452,0
25375,0
13101,0
2238,0
12534,0
18230,0
16188,1
15172,1
16614,1
14643,0
14160,1
12007,0
10859,1
19988,1
29609,1
23531,0
16346,1
17998,0
27416,1
11093,0
3366,0
18994,0
865,0
8778,0
16510,0
10756,1
2367,0
19300,0
26180,0
26234,1
17791,0
23733,0
25053,1
6210,0
15732,0
8270,0
3627,0
20341,0
26551,1
17648,0
18035,1
5793,0
19413,0
26379,0
15055,1
3258,0
22514,0
24982,0
25593,0
19244,0
12046,0
4934,0
3167,0
1213,0
10436,0
8715,0
17816,0
15363,0
29733,0
3724,0
3379,0
7780,1
26235,1
14816,0
17548,1
13334,0
24096,0
22724,0
24190,0
14483,1
5294,1
19819,0
3301,0
18143,0
17109,1
21719,0
18958,0
19029,1
2927,1
16713,1
19117,0
4537,0
24505,0
14492,0
19248,1
18409,1
19928,0
9550,0
19197,0
1277,0
20313,1
2435,1
26462,0
18363,0
18653,0
16791,0
26196,0
9835,0
18466,0
12789,0
10849,0
27353,1
13222,0
24447,0
20373,1
1301,1
18303,1
22914,0
7340,0
21077,0
2822,0
14207,0
8436,0
10057,0
12484,0
2503,1
10179,0
2512,1
4995,0
7283,1
15659,0
14847,0
28316,0
27769,0
4974,0
24408,0
8791,0
6350,0
28810,0
7374,1
9943,0
15651,0
18516,0
19986,0
19725,0
15389,0
11850,1
6314,0
25529,0
4298,0
4659,1
5132,0
17975,0
20498,0
457,0
11059,0
28157,1
25008,0
13109,0
5527,0
18434,0
1076,0
14886,0
28615,0
14335,0
13133,1
27364,0
21782,0
9281,0
26688,1
5188,0
9844,0
27452,1
4682,0
1718,0
17059,1
22717,0
5630,1
11048,0
22887,0
18411,0
9153,0
2163,0
25680,0
28879,1
24922,0
23205,1
9090,0
21914,0
5631,0
11611,0
23449,0
26682,0
12204,0
15142,0
17464,0
5095,0
18825,1
10144,0
26560,0
12693,0
25401,0
23734,0
17777,0
16956,0
26482,0
22416,0
20698,1
7840,0
10938,0
463,0
28895,0
16426,0
8490,0
24700,0
2170,0
8654,1
12397,0
13237,0
28982,0
18190,0
16035,0
11035,0
4472,1
4629,0
10710,1
18159,0
11518,0
28764,0
24370,1
23156,1
8890,0
12465,1
18081,0
13459,0
12824,1
1640,0
14170,0
23312,0
88,0
21831,0
24266,0
28246,0
8181,0
10437,0
28112,0
1828,0
14787,0
5751,0
8707,1
1380,0
10615,0
19113,0
18763,0
20226,0
21241,1
8717,0
10285,0
25531,0
1700,0
12411,0
20009,0
7438,0
16786,0
26123,0
838,0
25409,0
24252,1
7467,0
5071,1
22009,0
3341,0
23338,0
7830,1
9286,1
5686,0
2988,0
10055,0
25867,0
4074,0
15832,0
18729,0
11990,0
6385,0
199,1
28374,1
25355,0
16999,0
28166,1
2770,0
11878,0
3126,0
9136,0
16434,1
12147,0
24692,0
2908,1
2810,0
4503,0
15595,0
5950,0
18266,1
21256,0
25966,0
8187,1
7470,0
28383,0
18778,0
888,0
4429,0
16600,0
28503,1
26753,0
13781,0
5711,0
24544,1
6597,0
7601,0
11979,0
14117,0
25947,0
26331,0
27648,0
9760,0
21026,0
27736,1
13426,0
20069,1
11687,1
11019,1
3697,0
26557,0
1572,0
7669,0
28284,0
13251,0
14776,0
7055,1
27434,1
24942,0
10966,0
24773,0
20923,0
23582,0
3998,1
3508,0
25864,0
17200,0
22983,0
8852,0
24212,0
16716,0
10716,0
24551,1
6940,0
3245,0
18079,0
26245,0
14212,0
1007,0
966,0
24039,1
5757,0
4136,0
2898,1
16171,0
25914,0
26993,0
23335,0
6204,1
29259,0
25141,0
16100,1
24073,0
7043,0
11651,0
27754,1
16771,1
2104,0
19982,1
19543,0
25120,0
18913,1
13140,0
6653,1
10593,0
12447,0
4926,0
21382,0
28922,0
27958,1
24441,0
18000,1
10583,0
10035,0
2438,0
18525,0
16634,1
8148,1
3864,0
7505,1
7937,0
27967,0
11666,1
16996,0
13615,0
13868,0
565,0
11863,0
6779,0
25994,0
29988,0
25548,1
18693,0
9819,0
1957,0
8428,0
18839,0
21305,0
1274,0
26228,0
9501,0
863,0
8276,0
3650,0
13286,0
8823,0
1684,0
8899,0
4455,0
28653,0
5334,0
28469,0
7886,0
22721,0
2256,1
10999,0
23039,1
16945,0
11068,0
9405,0
22402,0
23978,0
26377,0
28369,0
25050,1
1226,0
11822,0
21352,0
24863,1
11364,0
6249,0
27590,0
25491,0
24296,0
25546,0
17922,0
18205,0
4013,1
22480,0
12602,0
11291,0
5861,0
4751,0
25280,0
5869,0
21071,0
2300,0
12666,0
3897,0
13123,0
2203,0
7126,0
7322,1
16512,1
18602,0
17719,0
4658,0
7978,1
16139,0
15275,0
11614,0
22258,0
16738,1
24532,0
26070,0
29989,0
25983,0
13689,1
5363,0
13027,1
7913,0
2460,0
23048,0
16453,0
8495,0
24477,0
22824,0
27403,0
13519,0
14805,0
9141,0
21442,0
4339,0
16402,0
8843,0
6337,0
21925,0
23289,0
21514,0
8404,0
13341,0
11330,0
25554,0
2474,0
23169,0
5022,0
17852,0
22791,1
25793,0
26526,0
5596,0
28609,0
24130,0
23889,0
3835,0
16040,0
25521,0
17853,0
14219,1
13130,0
10647,0
9890,0
20328,0
28991,0
8398,0
6413,1
8891,1
28359,0
26272,0
3031,0
17115,0
7617,1
17911,1
7080,0
6669,0
6748,1
1872,0
26477,0
27511,1
25832,0
22316,0
1234,0
17341,0
18057,1
4801,1
8763,0
22517,0
16672,0
8806,1
26048,0
15937,0
9586,1
23512,0
29357,0
25129,0
23839,0
15111,1
10731,0
15133,0
22120,0
25109,1
17255,1
8758,1
20213,0
12795,0
25514,1
22903,0
29406,0
24107,0
20816,0
7556,0
10310,0
8265,1
1493,0
25601,0
9297,0
12267,0
509,0
17546,1
462,0
26473,0
11065,0
26032,0
20562,0
27520,1
28531,1
2408,0
3299,1
28785,0
5065,0
7635,0
7136,0
9481,0
20917,1
4010,0
29783,0
6729,1
4666,0
739,1
1519,0
21230,0
24610,0
9015,0
25067,1
12629,0
5226,0
13960,0
2148,1
14586,1
15537,0
15885,0
7273,0
18712,0
5290,0
16459,1
26075,0
20175,0
18730,1
15366,0
21485,1
12520,1
4998,0
16578,1
11795,0
27939,0
8634,0
13579,0
25493,0
664,0
6387,0
12598,0
1621,0
6008,0
29167,1
26338,0
8703,0
27772,1
26398,0
17915,1
11086,0
9493,1
2370,0
21004,1
20903,1
9787,1
24925,0
3538,1
6871,0
9980,0
18674,0
15844,0
11829,1
12430,1
21024,0
29516,1
11757,0
10701,1
8795,0
7243,1
6002,1
20290,0
7042,0
12480,0
320,1
6079,0
29814,0
4724,0
29299,0
13916,1
4910,0
28618,0
11585,1
9346,1
6276,0
22207,0
8630,1
28467,0
20547,0
26064,0
18233,0
3579,0
7109,0
4750,1
19715,0
19470,0
18343,0
858,0
24006,0
19289,0
10506,1
21249,0
284,0
11222,0
19251,1
22734,0
8875,0
21133,1
2687,0
16165,0
20048,0
63,1
3098,0
9593,1
28522,0
149,0
10903,0
19900,0
25853,0
13298,0
21852,0
2214,0
9594,0
7054,0
20926,0
16350,0
21054,0
6434,0
25617,0
172,0
29629,0
1270,0
17021,0
24620,0
15213,0
18616,0
1356,0
14673,0
19186,0
16430,0
27465,0
21243,0
1219,0
573,1
2671,1
20253,0
6102,0
1450,0
17264,1
28590,1
19172,0
16744,1
3111,0
20668,1
6188,0
13818,0
23465,1
15705,0
11931,0
22904,0
19748,0
13836,0
20305,0
23505,1
22697,0
7898,1
29655,0
10906,0
17664,0
20611,1
15559,0
26044,0
12951,0
21692,0
8924,0
10227,0
13415,0
4253,0
1747,0
24701,0
28484,0
27614,0
7985,0
11584,0
12097,0
27359,0
799,0
3817,0
21226,0
19340,0
13469,0
23849,0
10414,0
2707,0
22633,1
270,0
1088,0
342,0
3698,1
18643,0
3886,0
1403,0
5544,0
7839,0
6951,1
3679,0
13055,0
29014,0
4779,0
3520,0
18137,0
24542,1
28561,0
23927,0
24144,0
1402,1
2347,1
13902,1
27332,0
8511,0
8542,1
29751,0
26293,0
3289,0
11352,0
5935,0
12957,1
13901,0
21499,0
7181,0
6785,0
6074,0
9487,0
9464,0
8674,0
22587,0
28890,0
2642,0
27931,0
24494,0
16071,0
28614,0
26002,0
1390,1
20761,1
8507,0
2559,0
24541,0
7010,0
15130,0
10652,0
27370,0
9698,0
4886,0
23628,0
17331,1
8765,1
18026,1
14861,1
14985,0
19158,0
4042,0
10557,0
2134,1
7336,0
5774,0
25575,0
16003,0
10835,0
17904,1
10900,0
21943,0
3198,0
14926,0
18350,1
4502,1
1762,0
6264,0
70,0
3980,1
13744,1
28666,1
22273,0
25304,0
4912,0
13016,0
19689,0
28299,0
9841,1
9996,0
27025,0
1814,0
521,0
2206,0
24426,0
26417,0
14046,0
1383,0
10,0
25160,1
25722,0
26161,0
24459,0
19257,0
9463,0
15438,0
22236,0
3124,0
17676,0
790,0
15106,0
10568,0
16547,0
2633,1
4291,0
11265,0
23675,0
4947,0
5459,0
12636,0
13538,0
16138,1
26179,0
28813,0
5866,0
10119,0
289,0
11577,0
6114,0
28727,0
7396,1
10484,1
8118,1
27228,1
3626,0
15036,0
28788,0
8853,0
21345,0
2582,1
25226,0
14606,0
25256,0
7972,0
6229,1
3966,0
8954,0
29242,1
13915,0
23011,0
28405,0
27595,1
28003,0
17104,0
12070,1
25336,0
6353,0
20877,0
19294,0
6045,1
4424,0
16357,0
17211,0
17386,1
11125,0
12942,0
29526,0
27647,0
26086,1
23198,0
21181,1
7018,0
18200,0
13361,0
2131,0
28717,0
2880,0
19962,0
24755,0
21228,0
7045,0
21672,1
21528,0
29795,0
9904,1
17787,0
13728,0
12573,1
5681,1
10975,0
19616,1
23434,0
7304,0
28406,0
202,0
21367,0
11940,0
24771,0
6701,0
11472,1
21056,1
15953,0
26250,0
26174,0
28748,1
7687,0
2442,0
23952,1
16751,0
2219,1
11072,1
28814,0
21447,0
24801,0
22733,0
19535,0
17761,1
26498,0
29718,0
1147,0
19656,0
7453,0
5222,0
11131,1
27500,0
4263,1
24352,0
29689,0
1847,1
4409,0
13994,1
1128,0
6290,0
7907,0
26218,1
25253,0
1160,0
11807,1
22166,0
2998,1
7087,1
20626,0
5273,1
24526,0
16009,0
25540,1
24226,1
11481,0
2095,0
9446,0
1946,0
19258,1
14497,0
16498,0
29100,0
18216,1
7195,1
12913,1
28421,0
18793,0
8638,0
25785,0
19686,1
29066,0
2073,0
15954,1
6166,1
25166,0
20237,0
15444,0
15676,0
10787,0
20580,0
18543,0
23575,0
2493,0
2292,1
16328,0
25072,0
24806,0
24913,1
16492,0
5577,0
26114,0
14313,1
18727,0
28700,1
7906,0
22362,0
16553,0
16245,0
16012,0
10339,0
14721,0
14094,0
3996,1
24393,0
21910,0
8562,1
8328,0
22732,0
21690,0
13254,0
6258,0
4760,0
7263,0
20791,0
12965,0
1913,0
12958,1
28076,1
14261,1
29031,0
9241,1
18491,0
1444,1
27180,0
22808,0
8387,0
11368,1
12451,1
19864,0
10429,0
16167,0
6977,0
7602,1
26517,1
8646,0
14388,0
28645,0
11700,0
666,0
19008,0
2670,0
18371,0
24487,1
5792,0
21037,0
1353,0
21068,0
6847,0
9410,0
5032,0
7262,0
19406,0
7924,0
8685,0
8422,0
18130,0
4342,0
7737,0
25541,0
17619,1
9020,0
1074,0
9318,0
28672,0
29154,1
28759,0
11623,0
2239,0
2911,0
4704,1
2824,1
24255,1
6327,1
18316,1
3474,0
23115,0
12214,0
11203,0
5720,0
27785,0
27752,0
29878,1
29507,0
10962,1
26146,0
5075,1
3393,0
20714,0
24496,0
8062,0
38,1
8695,0
9149,0
28722,0
128,1
18580,0
23897,0
22163,1
9930,0
5322,0
21724,0
22583,0
13790,0
3338,0
22313,0
23450,0
4548,0
26102,0
13598,0
5315,0
8804,0
23188,0
3453,0
28033,0
27301,0
17660,0
20823,1
789,0
19361,0
12757,0
21137,0
6373,1
7938,0
27001,0
2432,1
26817,0
4304,0
14449,0
23288,0
19401,0
5726,1
28938,0
29133,0
9000,0
18258,0
25051,0
13725,0
26166,0
15049,0
10742,0
25527,0
21475,0
5268,0
1455,0
2505,0
17099,0
16419,0
16470,0
26790,0
18720,0
7636,0
9132,0
15707,0
23111,1
11200,0
7221,0
965,0
19436,0
9634,0
13514,0
27697,0
13292,0
7475,0
22869,0
23960,0
28728,0
26532,0
22476,0
25169,0
17139,1
22790,0
10091,1
27582,0
4951,0
17206,0
776,0
26968,0
23489,0
17509,0
3423,1
16462,0
19034,0
22251,0
17636,0
7371,0
27839,1
8075,0
2762,0
1486,0
22682,0
6944,1
21467,0
4580,0
18495,0
29947,0
13813,0
14964,0
8683,0
22466,1
12043,0
20742,1
16441,0
23715,1
22782,0
15996,1
9575,0
28667,0
19026,1
23251,0
21401,1
17968,0
29651,1
27442,0
9111,0
18282,0
25463,0
9519,0
1865,0
369,1
23823,0
14789,0
8244,0
12740,0
19455,0
11761,0
6661,0
4363,0
24668,1
24819,0
26548,0
4365,0
13938,0
28674,0
15611,0
21861,0
84,0
21560,0
4809,0
20076,1
12210,0
16415,0
24654,0
13278,0
804,0
15794,0
17030,0
25976,1
15025,0
7091,1
657,1
28771,0
22129,0
21111,0
24748,0
23361,1
2772,1
4215,0
20881,0
5445,0
4075,1
22611,0
22863,0
27385,0
27491,0
12948,1
3896,0
28073,1
2879,0
5040,1
25894,0
17270,0
1497,0
3510,0
15127,0
4885,0
695,0
4583,1
5487,1
20232,1
18831,0
2171,0
22522,0
25880,0
17240,0
932,1
22610,0
23570,0
9695,0
22307,0
7914,0
15775,0
18136,0
12696,0
27981,0
20888,0
27372,1
22440,0
1473,0
5054,0
8960,0
17157,0
24609,0
29474,0
13808,0
11090,0
24340,0
4105,0
187,1
1004,1
23175,0
9018,0
19488,0
13702,0
15869,0
519,0
1967,0
7253,0
17792,0
6351,1
18550,1
14589,0
20972,0
18397,0
14694,1
1302,0
11269,0
1509,1
11143,0
15471,1
896,1
28343,0
24743,0
28083,0
13803,1
5465,0
13467,0
10790,0
26237,0
7267,0
10441,0
24760,1
19064,0
27547,1
17371,0
4896,0
4471,0
26900,0
2365,1
18685,0
1869,1
11766,0
466,1
7716,0
17125,0
27304,0
27427,1
224,1
9802,0
21368,0
26461,0
5552,0
16124,1
29819,1
4245,0
4220,0
10761,1
12935,1
8242,0
19556,1
4368,1
14048,0
2793,0
8211,0
4167,0
26253,0
6474,0
3244,0
1676,0
24898,0
6724,0
7198,0
529,0
7997,0
4316,0
17560,1
2439,0
29823,1
27348,0
16973,0
361,0
6645,1
7948,0
9341,0
14914,1
2458,0
10085,0
28425,1
17687,1
11871,0
815,0
24769,0
13013,0
23181,0
13609,0
29254,1
12505,0
19721,0
18401,0
3834,1
16378,0
15528,0
576,0
5318,0
13061,0
5629,0
4406,0
19196,0
5504,0
1936,1
545,0
9332,0
17953,0
23588,0
14467,1
18906,0
4142,0
1435,1
13875,1
27894,0
10992,0
20788,1
24451,1
14551,0
23154,0
10465,0
2761,0
29269,0
3210,0
409,0
28697,0
25477,0
29438,0
23941,0
2922,0
9551,0
17077,0
14620,0
24778,0
16174,1
3543,0
20951,0
23593,0
11119,0
26391,0
29453,0
19378,0
14504,0
22400,0
29572,1
28912,0
7606,1
3208,0
25826,0
16326,1
7023,0
11821,0
22878,1
8228,0
22352,0
25687,0
10783,0
2954,0
8472,1
2207,1
2701,0
23521,0
23328,0
21427,1
4505,0
3287,1
12930,1
10493,0
7833,0
5800,1
6551,1
29662,0
18062,1
23828,0
26141,0
12113,0
23022,0
8125,0
8647,0
4723,0
24889,0
12785,0
28789,0
27467,1
29404,0
20365,0
1999,0
5424,0
6460,0
17795,0
17854,0
3540,1
11436,1
25571,0
3882,0
19259,0
14218,0
20602,0
8210,0
5004,0
1081,0
12924,1
15112,0
7086,0
21928,0
14512,0
18149,0
26170,1
8727,1
22012,0
6179,0
21794,0
19252,0
28916,0
10530,0
19032,0
10874,1
5931,0
15238,0
11783,0
25911,0
27086,0
449,0
16044,0
20444,0
3196,0
24285,0
9678,0
26552,0
18393,1
18402,0
16632,0
25528,0
1669,0
17457,0
20915,0
22450,0
7245,0
25928,1
9044,0
12115,0
8105,1
6886,0
22646,1
28506,0
12132,0
29768,0
11702,0
23698,0
24072,0
6343,1
3401,0
2332,0
4734,0
7513,0
8227,1
11199,0
15708,0
20343,0
19564,1
23693,0
5628,0
19318,0
15451,0
5262,0
5278,0
20795,0
5112,0
3974,0
11225,0
6055,1
2380,0
13498,1
15888,0
5827,1
12134,0
13536,0
29732,0
22225,0
17436,0
15240,0
6854,1
28419,1
4087,0
12185,0
14078,0
13204,0
8916,0
13623,1
27870,0
27719,0
13305,1
29772,0
29697,0
12142,1
18600,0
166,0
6690,0
5480,0
18070,0
5146,1
2826,0
6301,0
1679,0
26374,1
6617,0
27512,0
20426,0
24091,0
7066,0
3367,1
9732,1
28046,0
26315,1
5365,1
4459,0
6232,0
18377,0
2004,0
10062,0
19079,0
17514,0
1541,0
23642,0
6651,0
12840,1
16820,0
24786,0
25165,0
19976,0
293,1
28133,0
10249,0
656,0
29103,0
15521,0
11643,1
21105,1
18871,0
2032,0
11949,0
27264,0
3833,0
28146,0
3929,0
28553,0
26457,0
17226,0
8956,0
18540,0
16047,0
6935,0
4572,1
29854,0
15581,0
27268,0
15437,0
7742,0
22272,0
27361,1
28407,0
3433,0
11533,0
7097,0
26326,1
9725,0
3027,0
1105,0
8789,0
18706,0
1981,1
6158,0
7946,1
15868,0
29071,0
16107,1
8030,0
17835,1
2297,1
6518,1
748,1
27022,0
17262,0
26594,0
26564,0
20632,0
6526,0
23623,1
2535,0
6442,0
25286,0
3746,0
17432,0
2960,0
25865,0
2516,0
17822,0
28195,0
15511,0
9631,0
17041,0
15578,0
9726,1
11624,0
24885,0
15772,1
29101,0
23160,0
538,0
9794,0
16082,0
26051,0
26006,1
27980,0
22523,1
6950,0
21297,0
6330,0
8409,0
5939,0
14751,0
27567,0
26020,0
8102,0
24238,0
2065,0
19468,0
4185,0
13312,0
9910,0
18884,0
10145,0
12906,0
9392,0
26631,0
14731,0
26828,0
9701,0
8847,0
19052,1
26453,1
7587,0
124,0
20053,1
4262,1
12582,0
24344,0
2935,1
2510,1
16428,0
630,0
17409,0
2323,0
13640,1
12162,1
3339,1
19112,0
12878,0
2843,0
17107,0
11485,0
27801,0
28018,1
14570,0
7457,0
4720,0
29196,0
28747,0
4689,0
21164,0
7048,1
25095,0
29444,1
5654,0
7825,0
109,0
8040,1
27323,0
15663,1
15590,0
23027,0
28113,0
26393,0
8238,1
45,1
2420,0
6610,0
17291,1
8190,1
21658,0
18650,0
19545,0
16399,0
3890,0
22095,0
27685,0
16586,0
6225,0
19574,0
13693,0
12531,0
7248,0
10325,1
7806,0
3065,1
17943,0
29042,0
19632,0
5443,0
15815,0
12055,0
20527,1
13957,0
21413,0
16126,0
575,1
25550,0
29372,0
15941,0
18059,0
11141,0
6173,0
12109,0
15843,1
22695,0
11847,0
12419,0
18087,0
18142,1
4083,0
15230,0
12925,0
15052,1
25649,0
6866,0
24260,0
7081,1
13327,0
23684,0
7952,0
20664,1
5113,1
22626,0
22802,0
18191,0
27437,0
14227,0
27408,0
12539,1
4302,0
4156,0
24848,0
27506,1
5705,1
28597,1
8893,0
9679,0
18440,0
5703,0
21962,0
25311,0
24501,0
9086,0
28737,0
126,0
22334,0
3058,0
17631,0
2781,0
10151,1
8369,0
29043,0
5545,0
3981,0
17470,0
26587,1
23431,1
4590,1
27046,0
7752,1
14455,0
3029,0
9144,0
3332,1
26898,0
29305,0
23837,0
1026,0
6756,0
4812,1
28948,0
16194,0
2354,0
29691,0
292,0
22357,0
29671,0
8846,1
13331,1
24708,0
22703,0
25595,0
2936,0
10548,0
28148,0
8524,0
16152,0
13214,0
5583,0
943,1
1812,1
1858,0
6627,0
25918,0
26607,0
29576,1
238,1
2325,0
18364,0
19371,0
9938,0
9525,0
14436,0
27138,0
13502,0
19342,0
12305,0
28376,0
16254,1
12618,0
16879,0
18829,0
1483,0
8246,1
25198,0
11062,1
25509,0
15469,1
20893,0
29078,0
1098,0
4315,0
27394,0
19723,0
27486,1
4228,0
9962,0
22836,1
15428,0
28504,0
21823,0
3139,0
4126,0
22039,0
394,0
27297,1
15612,0
14682,0
8045,0
899,0
8457,0
29431,0
27037,0
11400,0
14087,0
1443,0
15873,0
3130,0
1410,0
1342,1
2473,0
5090,0
9358,0
6613,0
19903,0
9168,0
5463,0
7888,0
7697,0
12571,0
3831,0
26216,1
16678,0
26605,1
13628,0
6679,0
29773,0
18564,0
25615,0
17972,0
4279,0
1791,0
18229,1
3539,1
7685,0
6912,0
18926,0
5453,0
11663,0
15474,0
18827,0
1279,0
3206,0
20830,0
10382,0
4810,0
9630,0
26765,1
16644,1
17865,0
6448,0
23120,0
29439,0
11461,1
12368,0
23665,0
22467,0
14503,1
27424,1
28558,0
25949,0
26645,1
15091,0
23025,0
5231,0
8144,0
